idUsuario,nombre,username,idUniversidad,facultad,curso,clase,edad
2179,Ximena Irene Hernandez Córdoba,['thriftyChamois6'],31,Química,6,A,27
2180,Guillermo de Pereira,['culturedQuiche1'],71,Medicina,5,C,36
2181,Isidoro Zamora,['merePepper2'],25,Información,5,D,27
2182,Cloe Arco Santamaria,['troubledSmelt1'],87,Ciencias Exactas,6,A,37
2183,Benito Galvez Casals,['emptySnail1'],82,Comunicación,3,A,17
2184,Pilar Salmerón Águila,['betrayedVenison4'],38,Agronomía,3,A,40
2185,Vicente Hierro Ibarra,['aloofCrane1'],13,Ciencias Exactas,6,C,31
2186,David Cabeza Rodrigo,['grumpyRice0'],0,Medicina,4,B,17
2187,Lucho Florentino Querol Jara,['betrayedLlama6'],2,Información,5,A,22
2188,Angélica Uriarte-Arco,['goofyCrackers6'],29,Agronomía,6,D,29
2189,Malena Alcolea Garrido,['unhappyCake5'],42,Veterinaria,3,C,48
2190,Jose Antonio Burgos Manso,['brainyHeron5'],88,Información,1,B,17
2191,Almudena Capdevila Arce,['murkyApricots9'],26,Diseño,1,A,16
2192,María Luisa Fanny Vilaplana Sáenz,['gleefulGelding5'],52,Ciencias Físicas y Matemáticas,4,A,32
2193,Eliseo Martin Barroso,['unhappyTeal2'],10,Veterinaria,2,C,25
2194,Mauricio Bernad Herrera,['dejectedAbalone4'],50,Educación Física,2,C,37
2195,Julie Guerra-Alba,['outlyingCoati7'],31,Ciencias Sociales,5,B,16
2196,Saturnino Berenguer,['vengefulEagle8'],19,Agronomía,4,B,50
2197,Gil Caballero Pol,['gloomyShads9'],57,Diseño,2,C,39
2198,Anna del Román,['eagerChamois1'],25,Veterinaria,6,D,30
2199,Nydia Carbonell-Agustí,['empathicBobolink2'],44,Filosofía,4,A,27
2200,Ágata Piñol Jódar,['unhappyStork5'],41,Información,5,B,39
2201,Sandalio de Quesada,['shamefulBuzzard0'],4,Ciencias de la Salud,5,A,35
2202,Baldomero Luque,['trustingMare8'],8,Ingeniería,4,D,40
2203,Eladio Gimeno Clavero,['needySnipe8'],76,Odontología,3,B,35
2204,Eduardo Llorente Exposito,['dreadfulBass5'],25,Derecho,5,C,28
2205,Íngrid Naranjo-Calzada,['vengefulFish3'],86,Ciencias de la Salud,5,B,43
2206,Dalila Martinez Bustos,['dejectedMandrill6'],6,Agronomía,6,C,27
2207,Rosario Egea Mesa,['sheepishAbalone3'],64,Psicología,1,A,21
2208,Marcelo Teruel Millán,['superiorCheese7'],76,Información,3,B,19
2209,Poncio Prat Amo,['humorousCheese9'],46,Comunicación,2,A,20
2210,Guiomar Peinado Leon,['pluckyOtter2'],49,Ciencias Exactas,4,D,37
2211,Bernabé Cabezas,['euphoricSnipe1'],57,Ciencias Sociales,5,D,50
2212,Miguel de Redondo,['pleasedFish1'],39,Ciencias de la Salud,3,D,21
2213,Isidro del Mariño,['holisticSardines3'],32,Arquitectura,6,C,23
2214,Rodrigo Blanca Laguna,['peskyLemur6'],68,Odontología,6,A,43
2215,Cecilio Verdejo Palma,['mereApples4'],51,Ciencias Sociales,4,D,37
2216,Chucho Arco Merino,['dearRelish9'],34,Ciencias de la Salud,2,C,20
2217,Demetrio Aguirre,['amusedCamel9'],43,Ciencias de la Salud,6,A,22
2218,Guillermo Durán Guardiola,['emptyOrange8'],4,Ingeniería,6,D,40
2219,Federico Andrés Leon,['excitedStork4'],0,Matemática,3,B,31
2220,Macarena Chaparro Soria,['worriedLeopard7'],59,Matemática,5,B,50
2221,Chelo Melero Ojeda,['solemnRhino5'],26,Ciencias Físicas y Matemáticas,2,D,40
2222,Odalys Font Luque,['ardentOryx0'],67,Arquitectura,3,D,43
2223,Nerea Molina Coll,['cynicalRelish9'],53,Matemática,6,D,25
2224,Juliana Miguel Villanueva,['soreWasp2'],43,Ciencias Exactas,5,B,47
2225,Zacarías del Bosch,['boredMuesli3'],32,Diseño,5,C,42
2226,María Carmen Beatriz Sandoval Salamanca,['wrathfulShads2'],57,Veterinaria,1,D,17
2227,Joan del Ramirez,['thriftyBuck0'],0,Ciencias Físicas y Matemáticas,3,B,22
2228,Iker Daza Peinado,['worriedMussel3'],30,Humanidades,1,C,50
2229,Clara Reyna Sedano Tur,['peskyGelding4'],18,Ciencias Físicas y Matemáticas,6,B,21
2230,Eric Montalbán Sancho,['similarPie8'],31,Ciencias Exactas,1,A,44
2231,Eligio Valentín Carpio Olmo,['relievedPaella9'],79,Ciencias Físicas y Matemáticas,4,A,43
2232,Marino Peña,['forsakenFish0'],56,Diseño,6,A,22
2233,Yaiza Aparicio Águila,['somberFish7'],34,Medicina,6,B,36
2234,Amada Maza Vicens,['dopeyStork8'],79,Derecho,1,B,25
2235,Maricela Dominga Adadia Benito,['thrilledVenison2'],34,Ciencias de la Salud,5,D,22
2236,Flavia de Marin,['gutturalSalt7'],33,Psicología,1,D,44
2237,Imelda Segura-Ferreras,['jealousCamel3'],24,Ciencias Económicas,4,C,26
2238,Macaria Martin Moliner,['spiritedDoughnut2'],31,Ciencias Exactas,4,C,32
2239,Antonia Villalonga Baró,['pitifulHeron4'],41,Ciencias Exactas,6,A,47
2240,Eric de Bru,['boredLion6'],15,Información,5,A,37
2241,Trinidad Sotelo Peinado,['merePretzels9'],9,Educación Física,4,C,45
2242,Octavia Anglada Galindo,['kindCurlew7'],22,Química,1,D,37
2243,Aarón Flores Ávila,['guiltyFerret2'],87,Humanidades,4,D,36
2244,Lola de Parra,['wornoutLemur1'],12,Ciencias Sociales,3,D,33
2245,Celia Sarabia Suárez,['cheerfulCod2'],35,Medicina,1,C,18
2246,Raúl del Toro,['pridefulBaboon9'],46,Ciencias Económicas,3,A,34
2247,Mariana Vizcaíno,['gutturalSmelt9'],48,Filosofía,4,C,20
2248,Raquel de Bárcena,['thrilledCamel7'],49,Ciencias Económicas,1,D,29
2249,Guiomar Cárdenas-Duque,['sheepishRuffs5'],82,Veterinaria,4,C,21
2250,Asdrubal Lago,['amusedPonie3'],79,Comunicación,4,A,33
2251,Aurelio Cabezas Elías,['gleefulSmelt4'],18,Arquitectura,4,D,26
2252,Dalila Lillo Alarcón,['murkyDove1'],68,Matemática,2,B,44
2253,Valero Julián-Lillo,['bubblyWeaver7'],88,Medicina,6,B,27
2254,Aarón Telmo Seco Castilla,['stressedTermite8'],71,Ciencias de la Salud,5,A,24
2255,Telmo Beltran Casal,['truthfulChough0'],4,Comunicación,2,C,25
2256,Feliciano Pineda Puerta,['adoringMoth0'],5,Química,3,D,48
2257,Teodora Osorio Reig,['lovesickOil9'],89,Agronomía,4,D,21
2258,Bernabé Galán Feijoo,['pacifiedTuna2'],48,Psicología,4,B,33
2259,Dafne Arranz Bejarano,['abjectLard8'],33,Arquitectura,6,D,47
2260,Concepción Quevedo-Gascón,['sheepishJerky6'],59,Ingeniería,3,C,42
2261,Luis Miguel Múgica,['crushedCheetah9'],48,Veterinaria,4,D,45
2262,Lara Pascual-Tamayo,['murkyJaguar2'],74,Ciencias de la Educación,5,C,19
2263,Lidia Tomás Ureña,['mildMallard5'],3,Ingeniería,4,D,19
2264,Aroa Diéguez Río,['vengefulHawk0'],7,Información,5,D,44
2265,Fernanda Carbajo Jerez,['excludedDoughnut0'],13,Medicina,5,D,23
2266,Candela Esperanza Campoy Aguilar,['solidBass9'],14,Ciencias Sociales,1,C,19
2267,Salvador Redondo Aranda,['humorousVenison2'],47,Agronomía,6,C,28
2268,Severino Lladó Blazquez,['eagerPiglet6'],42,Filosofía,1,A,47
2269,Anabel Hernando,['trustingSheep3'],39,Ciencias Físicas y Matemáticas,5,A,36
2270,Griselda Cobos Aranda,['pluckyCheetah0'],10,Ciencias de la Salud,3,B,39
2271,Gabriela Roldan Bonet,['grumpyRhino2'],28,Humanidades,6,B,38
2272,Teo Dominguez Ariza,['worriedRuffs3'],49,Agronomía,5,C,20
2273,Arturo Sanmartín Llamas,['debonairBaboon9'],85,Diseño,2,B,29
2274,Aurora Vazquez Higueras,['dreadfulKitten8'],69,Psicología,5,B,44
2275,Jacinto Sedano-Giralt,['boredSeafowl8'],60,Odontología,1,C,31
2276,Ambrosio Camacho Bermúdez,['murkyMacaw6'],6,Veterinaria,6,D,38
2277,Hermenegildo Azcona Acedo,['mellowAntelope8'],2,Odontología,2,D,21
2278,Abraham del Sáenz,['selfishLeopard9'],87,Matemática,4,B,49
2279,Jose Antonio de Porcel,['lazySnipe1'],90,Matemática,5,A,35
2280,Chucho Lopez Morán,['pridefulCaviar2'],11,Derecho,1,C,24
2281,Feliciana Carmona Pedraza,['exactingMeerkat8'],19,Matemática,4,D,40
2282,Dan Castejón Cámara,['solidLlama2'],61,Ciencias Exactas,1,A,45
2283,Humberto Rosell Mínguez,['alertTruffle4'],58,Ciencias de la Educación,5,C,33
2284,Marcial Amo Carrión,['artisticCur9'],62,Ingeniería,5,B,39
2285,Melisa Baeza Pacheco,['dreadfulEland1'],64,Ciencias de la Educación,2,D,25
2286,Mariana Marquez Arco,['innocentPie3'],62,Ciencias de la Educación,4,A,49
2287,Fermín Salamanca-Llobet,['dreadfulTortoise8'],60,Matemática,2,B,46
2288,Azahara Jordá Gallo,['grumpyDinosaur0'],3,Información,1,A,22
2289,Angelina Echevarría Alcalde,['artisticMuesli4'],37,Ciencias de la Educación,2,C,40
2290,Emilio Ocaña Casals,['ecstaticCaribou0'],39,Matemática,1,D,17
2291,Liliana Egea Mendoza,['troubledTortoise4'],31,Derecho,6,D,28
2292,Santos del Murcia,['wearyRelish2'],19,Ciencias Económicas,5,B,26
2293,Lilia Pelayo Pont,['solemnShads4'],64,Química,6,C,18
2294,Julie Samanta Jerez Landa,['joyfulMoth1'],62,Derecho,6,C,21
2295,Albino de Sanmiguel,['humorousOwl0'],82,Psicología,1,B,16
2296,María Manuela Caballero,['worldlyChough7'],75,Humanidades,2,A,22
2297,Jeremías Mena Márquez,['pleasedSeahorse0'],18,Derecho,2,C,39
2298,Asunción Villegas Márquez,['annoyedBagels0'],1,Diseño,6,D,38
2299,Celestino Alsina Perea,['insecureCockatoo7'],45,Química,1,D,22
2300,Alejo Ledesma-Verdejo,['lovesickMackerel0'],28,Veterinaria,1,B,17
2301,Román Miguel,['sincereLocust0'],89,Veterinaria,5,A,49
2302,Micaela Sierra Rodríguez,['vengefulSnail8'],59,Matemática,1,A,47
2303,Benigna del Maza,['ashamedLion6'],76,Ciencias Físicas y Matemáticas,3,B,40
2304,Dani Dominguez Belmonte,['needyCaribou3'],33,Psicología,1,A,50
2305,Néstor Iker Aranda Tejedor,['amazedPup1'],27,Ciencias Económicas,3,C,20
2306,Mar Benitez López,['chicRhino3'],70,Psicología,2,D,47
2307,Marcial Gonzalo,['crummyBagels6'],48,Química,2,A,50
2308,Tamara Flor Saez Jove,['aboardGranola8'],16,Medicina,3,C,35
2309,Guadalupe Oller Abril,['sugaryClam7'],15,Agronomía,3,B,18
2310,Emma Valero Peña,['wornoutDove3'],28,Agronomía,4,C,38
2311,Dulce Lasa Navarro,['madCow5'],76,Matemática,1,A,38
2312,Apolinar Hoyos,['boastfulBagels3'],77,Medicina,4,C,44
2313,Ricarda Rincón,['sugaryAbalone9'],2,Derecho,6,B,20
2314,Loreto Cases Flores,['pluckyMuesli9'],37,Ciencias de la Educación,2,C,24
2315,Carmina Uría Llabrés,['zestyApples3'],29,Arquitectura,1,C,26
2316,Maximiliano Franco Tamarit,['panickyFalcon1'],56,Ciencias de la Educación,2,B,16
2317,Alex Faustino Botella Taboada,['curiousCordial1'],21,Filosofía,2,B,25
2318,Rubén Saavedra Paredes,['dopeyPear1'],74,Diseño,5,B,36
2319,Montserrat Guerrero Crespi,['jumpyHeron6'],43,Matemática,2,B,35
2320,Leonel Ferrando Rosselló,['outlyingSheep0'],76,Ciencias de la Salud,4,A,16
2321,Conrado Viñas Canals,['aboardMuesli9'],38,Humanidades,1,D,47
2322,Ciriaco Adán Baeza Castro,['shyFalcon8'],11,Ciencias Económicas,4,B,32
2323,Julie de Luís,['sincereGnu0'],14,Ciencias de la Salud,6,A,48
2324,Cosme Real Escolano,['peacefulOryx2'],35,Diseño,2,B,27
2325,Maxi Naranjo Porta,['excludedMoth7'],73,Ciencias de la Salud,4,B,17
2326,Luis Miguel Ojeda Corbacho,['superiorPorpoise2'],43,Ciencias Económicas,5,C,23
2327,Pánfilo Mariscal Castañeda,['drearyPear4'],0,Ciencias de la Educación,6,D,45
2328,Consuela Blanca Román Segovia,['pitifulChile8'],52,Información,4,A,30
2329,Pastor Murillo-Corominas,['stressedLapwing1'],20,Información,2,D,43
2330,Juan Antonio Cañas Rocha,['peacefulBurritos0'],78,Psicología,5,C,40
2331,Jose Antonio Oliveras Vilar,['gutturalTortoise5'],89,Agronomía,5,D,29
2332,Jacinto Gibert Benet,['thriftyOcelot1'],6,Comunicación,5,A,48
2333,Isaías Amigó Bernad,['mercifulPaella9'],17,Psicología,5,D,32
2334,Ernesto Alcaraz Falcó,['brainyHare4'],0,Ciencias Físicas y Matemáticas,6,A,24
2335,Amelia Ferrándiz Rivas,['panickyPorpoise3'],21,Ingeniería,6,C,26
2336,Julián Chico Sosa,['cynicalPudding7'],44,Veterinaria,5,A,46
2337,Aura Olmo,['chicMackerel1'],78,Ciencias Sociales,4,D,32
2338,Oriana Palma Zamora,['kindCheetah2'],50,Medicina,4,C,45
2339,Lupe Talavera-Palau,['decimalChowder2'],81,Química,4,B,27
2340,Rosa Cuervo Yuste,['wornoutJerky1'],1,Derecho,4,B,17
2341,Salomón Arribas Gallo,['panickyAntelope8'],27,Derecho,6,D,29
2342,Marino Gonzalez Vila,['sheepishOwl0'],66,Humanidades,3,C,46
2343,Gracia Gonzalo-Parra,['peacefulSardines8'],68,Matemática,2,A,28
2344,Cayetana Gual Bueno,['crushedGelding0'],26,Información,5,C,18
2345,Dionisio del Villanueva,['soreSeagull6'],15,Medicina,3,C,46
2346,Carmen Quesada Vendrell,['excludedOatmeal0'],25,Educación Física,5,D,46
2347,Agustina Guillén Mosquera,['lovesickBoars2'],33,Ciencias Económicas,5,B,46
2348,Victor Lucas Leon,['goofyApricots3'],49,Derecho,6,A,45
2349,Francisca de Camino,['fondBobolink9'],35,Ciencias Físicas y Matemáticas,4,B,22
2350,Aníbal Ramis Fuertes,['gutturalCockatoo2'],64,Ciencias de la Salud,2,A,45
2351,María Barragán Abella,['obsessedRaisins1'],68,Humanidades,6,D,36
2352,Fabricio Cózar Calvet,['murkyEland1'],91,Veterinaria,6,A,24
2353,Maristela Morena Gibert Ponce,['wakefulMoth8'],26,Educación Física,3,A,16
2354,Jose Luis Ferrer Falcón,['peskyBaboon1'],6,Diseño,6,C,16
2355,Ciriaco Pedro Rius,['betrayedThrush6'],56,Ciencias Exactas,1,B,49
2356,Andrea Lamas Cornejo,['obsessedStork5'],91,Derecho,2,D,46
2357,Gregorio Castañeda Capdevila,['wornoutSyrup5'],75,Diseño,4,A,39
2358,Rodrigo Araujo-Cortes,['drearyWeaver8'],46,Odontología,3,D,47
2359,Luis Villaverde-Ibañez,['boastfulToucan5'],35,Educación Física,2,B,49
2360,Olegario Bernardino Camacho Valbuena,['wrathfulPear8'],50,Ciencias Económicas,3,D,35
2361,Nando Carrera Montes,['stressedLemur0'],74,Humanidades,1,D,42
2362,Carlos Figueras Casal,['fondKitten9'],72,Ciencias de la Salud,2,C,36
2363,Julio César Marin Bosch,['thrilledCockatoo5'],78,Filosofía,3,B,46
2364,Melisa Español Segura,['thrilledThrushe9'],3,Ciencias Sociales,3,D,36
2365,Florina Palacios Palomar,['exactingMussel4'],83,Psicología,1,D,25
2366,Ruth Escudero-Palomares,['ferventTeal9'],65,Arquitectura,2,C,19
2367,Reyes de Larrea,['boastfulThrushe2'],59,Ciencias Sociales,1,B,19
2368,Federico Lastra Sales,['thrilledLizard2'],85,Comunicación,3,A,22
2369,Marianela Morales Suarez,['insecureFerret9'],71,Ciencias de la Educación,4,A,20
2370,Carmela Marín Elías,['aloofTomatoe6'],91,Matemática,4,D,22
2371,Rebeca Macaria Robledo Camacho,['somberRelish6'],12,Psicología,5,D,28
2372,Águeda Sebastián,['bubblyCur1'],7,Agronomía,2,B,43
2373,Carina Villena Escolano,['lyingSwift8'],19,Información,6,D,31
2374,Beatriz Salgado,['abjectRelish9'],79,Información,4,D,39
2375,Ceferino Roldán Catalán,['cynicalBurritos9'],52,Diseño,2,A,39
2376,Fausto Pallarès-Castellanos,['zestyMandrill7'],0,Ciencias Exactas,2,C,45
2377,Eugenio Gonzalo Berrocal,['pluckyVenison0'],66,Agronomía,2,A,31
2378,Trinidad Samper Castro,['lyingRuffs7'],54,Ciencias Sociales,4,B,46
2379,Leonardo Gras Villalobos,['worriedPoultry3'],58,Humanidades,5,C,43
2380,Emperatriz Román,['jumpyCaviar8'],90,Matemática,1,A,30
2381,Nazaret Almagro Viñas,['stressedPepper9'],45,Información,6,B,37
2382,Carlota Español Ramos,['obsessedHawk1'],36,Agronomía,5,B,36
2383,María Fernanda Bernad Lucena,['pleasedMandrill5'],78,Derecho,4,B,25
2384,Rosendo Ricart Rueda,['relievedWigeon1'],90,Arquitectura,2,D,33
2385,Socorro Domitila Cerdán Morera,['sadRuffs0'],1,Ciencias Sociales,4,A,29
2386,Teodoro Pedrero Nadal,['kindGarlic5'],68,Ciencias de la Educación,2,C,39
2387,Máxima Cornejo Sanabria,['zestyCheetah1'],1,Comunicación,2,D,19
2388,Florencia Gracia Franco,['joyfulMeerkat1'],57,Odontología,1,A,39
2389,Dominga de Rozas,['cockySalt5'],68,Ingeniería,2,C,41
2390,Baudelio Vicente Oliva,['joyfulPiglet2'],61,Ciencias Exactas,3,D,31
2391,Fortunato Peralta Fajardo,['thriftyJerky8'],28,Comunicación,2,A,18
2392,Loida del Rosales,['empathicTacos8'],13,Medicina,1,C,27
2393,Morena Sanmiguel-Oller,['excitedVenison9'],42,Matemática,2,A,29
2394,Juan Carlos del Simó,['puzzledCaribou9'],50,Ingeniería,2,C,39
2395,Guadalupe Nogueira,['boredPorpoise1'],66,Ciencias Económicas,4,A,23
2396,Salomé Donoso-Uribe,['trustingPonie2'],16,Ciencias Económicas,6,B,42
2397,Irene Bartolomé Casado,['soreTortoise2'],51,Arquitectura,6,D,41
2398,Aurelio Tejero,['solemnHyena4'],13,Ciencias de la Educación,6,B,49
2399,Pía Carrión Mur,['affectedGnu4'],12,Diseño,6,A,27
2400,Pilar Rios,['lovesickWeaver0'],70,Matemática,6,C,33
2401,Paulina Abril Lladó,['worriedDoughnut1'],82,Ciencias Sociales,4,D,31
2402,Águeda Soria,['grumpyMussel6'],30,Arquitectura,5,B,28
2403,Wilfredo Salvador Cámara,['betrayedCoati0'],11,Ciencias de la Salud,2,B,17
2404,Micaela Machado,['sadCur6'],7,Educación Física,4,A,26
2405,Benjamín Albero Rueda,['morbidFlamingo7'],2,Humanidades,3,C,40
2406,Pastora Pou Llanos,['boastfulBasmati6'],87,Ingeniería,1,B,42
2407,Mónica Llobet Aragonés,['crummySardines1'],26,Psicología,2,B,45
2408,Imelda Arregui Córdoba,['mereMackerel8'],82,Matemática,5,D,19
2409,Pepito Barroso Zabaleta,['fondCheese2'],59,Ciencias Económicas,5,A,26
2410,Clarisa Coronado Mínguez,['annoyedHyena9'],68,Diseño,3,A,33
2411,Eugenia Barrios Baquero,['shamefulSeagull5'],6,Veterinaria,2,B,50
2412,Remedios Guzmán Vilalta,['soreTruffle3'],86,Ciencias Exactas,6,C,38
2413,Félix Girona Leon,['outlyingGelding9'],36,Veterinaria,4,A,21
2414,Eusebia Andrade Francisco,['ecstaticCheetah7'],67,Ciencias Exactas,2,C,48
2415,Esteban Alvarez Gabaldón,['cautiousPie4'],34,Odontología,6,A,25
2416,Jordán Agustín Gonzalez,['importedFlamingo5'],37,Educación Física,6,B,40
2417,Leonel Valle Neira,['gloomyZebra5'],22,Medicina,3,D,30
2418,Raúl Esteve-Guijarro,['pridefulMuesli3'],2,Información,6,D,36
2419,Ricardo Juan Antonio Zorrilla Garrido,['pitifulDingo7'],51,Humanidades,3,C,17
2420,Miguela Rey Guzmán,['pluckySausage7'],70,Comunicación,6,D,16
2421,Marita Moya,['resolvedPorpoise9'],8,Ciencias Físicas y Matemáticas,6,A,29
2422,Amarilis Villalobos Trujillo,['dopeyGnu7'],29,Derecho,3,A,33
2423,Pepe Puerta,['selfishSmelt9'],84,Ciencias de la Salud,2,B,21
2424,Emelina Torres Sainz,['puzzledLemur4'],0,Medicina,6,D,35
2425,Hilario Barranco-Bilbao,['humorousBoars5'],80,Diseño,5,D,29
2426,Miguel Ángel Aparicio Lastra,['scornfulPepper3'],3,Veterinaria,2,B,50
2427,Mateo Baeza,['grumpyWeaver8'],59,Humanidades,1,B,39
2428,Héctor Hurtado Pacheco,['lyingUnicorn2'],88,Humanidades,5,C,46
2429,Leonor Ortuño,['fondBurritos3'],56,Psicología,2,C,17
2430,Eduardo Prat Almagro,['mercifulBass8'],82,Química,5,B,36
2431,Buenaventura Miró Francisco,['forsakenLeopard9'],19,Ciencias Económicas,2,D,23
2432,Adolfo Paniagua Villalba,['curiousMeerkat8'],10,Humanidades,3,D,23
2433,Alex Dionisio Lastra Medina,['dopeyLlama9'],60,Matemática,4,B,50
2434,Maricruz Paloma Bayo Pastor,['spiritedCheetah0'],1,Diseño,4,C,29
2435,Abel Carlos-Sanmiguel,['ecstaticOryx7'],0,Diseño,1,A,34
2436,Emilia Palmer Aller,['insecureSausage3'],4,Humanidades,1,D,33
2437,Fausto Llano,['giddyOryx8'],65,Odontología,5,A,50
2438,Marcos Casares-Mir,['unhappySnail9'],31,Química,6,D,29
2439,Poncio de Moliner,['thrilledEagle9'],81,Ingeniería,2,D,22
2440,Paulina Bueno,['innocentCoconut8'],83,Humanidades,5,D,37
2441,Fermín Pedrosa,['ecstaticSeagull8'],62,Comunicación,4,A,18
2442,Yago Escolano Ribas,['lazyPup3'],70,Ciencias de la Educación,6,D,22
2443,Abraham Amigó-Franch,['curiousUnicorn2'],18,Ciencias Exactas,2,B,41
2444,Máxima del Orozco,['adoringCrane5'],63,Información,6,C,21
2445,Matilde Puig Barrera,['enragedAntelope8'],4,Ciencias Físicas y Matemáticas,4,C,45
2446,Nieves Ramis Rodriguez,['madDunbird5'],6,Ciencias Económicas,6,A,30
2447,Clímaco Andrés-Roda,['artisticLard8'],7,Odontología,2,D,28
2448,Charo Villalonga Torralba,['shamefulRice8'],69,Veterinaria,5,A,28
2449,Almudena Comas Tapia,['sadCamel5'],6,Química,2,D,40
2450,Isabel de Porras,['resolvedPaella6'],91,Ciencias Sociales,2,A,47
2451,Rico Bustamante Marqués,['drearyTeal0'],36,Comunicación,6,C,45
2452,Andrea Sanabria,['jubilantViper4'],88,Información,6,A,17
2453,Xiomara Jimenez Méndez,['lyingBuzzard8'],48,Derecho,1,C,17
2454,Selena Álamo Manso,['scornfulCoati8'],6,Ciencias de la Salud,6,B,28
2455,Paz de Blanca,['humorousPear0'],39,Ingeniería,5,A,21
2456,Florinda Calvo Tomás,['excludedMagpie9'],22,Odontología,3,B,41
2457,Moreno del Ureña,['dopeyEggs6'],76,Filosofía,5,C,36
2458,Chuy Ciro Beltrán Becerra,['wakefulSeagull2'],36,Agronomía,3,C,25
2459,Clímaco Augusto Palmer Abella,['ardentOcelot9'],66,Filosofía,1,C,26
2460,Isabela Arteaga-Tirado,['cockyCockatoo4'],67,Ciencias de la Salud,2,D,48
2461,Maximino Arribas Corral,['insecureTomatoe3'],15,Medicina,4,D,32
2462,Roberto Costa Gaya,['decimalPlover0'],9,Química,3,D,40
2463,Marcio Chuy Pascual Armas,['panickyDoves7'],28,Ciencias Sociales,4,B,33
2464,Nélida Graciana Blanch Goñi,['resolvedOtter5'],39,Psicología,6,B,17
2465,David Viana Ribas,['shamefulMagpie5'],84,Arquitectura,3,C,16
2466,Leocadio Carrera Guardia,['fondLollies7'],44,Ciencias de la Salud,6,D,20
2467,Lalo Jerez Arnau,['excludedRaisins9'],18,Arquitectura,2,A,31
2468,Sebastian Sierra Vila,['hushedShads2'],0,Diseño,2,D,28
2469,Hipólito Galindo Benavente,['anxiousPaella2'],1,Psicología,4,D,33
2470,Che Jordá,['cruelCardinal2'],26,Veterinaria,6,C,27
2471,Wilfredo Cabanillas Barranco,['thriftyPlover1'],28,Diseño,4,D,49
2472,Noé Elías Castellanos,['soreThrushe4'],11,Derecho,5,B,16
2473,Maristela Cabanillas Rico,['euphoricHyena4'],2,Psicología,1,C,37
2474,Curro del Navarrete,['betrayedHare1'],0,Veterinaria,6,A,27
2475,Reinaldo Martín,['contentWasp3'],69,Arquitectura,4,A,21
2476,Miguel Canet Alfonso,['worldlyCockatoo2'],85,Educación Física,4,C,47
2477,Flora Camps Belda,['gutturalChamois5'],51,Psicología,1,B,16
2478,Luisina Cruz Carvajal Arranz,['adoringFerret7'],19,Ciencias de la Salud,3,C,29
2479,Amando del Company,['artisticFalcon6'],90,Química,3,A,49
2480,Ainara Francisco Iniesta,['ardentSeagull1'],40,Comunicación,1,C,43
2481,Pánfilo Becerra-Llanos,['drearyAntelope3'],23,Ciencias Exactas,4,D,39
2482,Rodrigo Ambrosio Mas Gallo,['abjectPie6'],79,Ciencias de la Salud,2,B,45
2483,Ofelia Aguilar,['empathicBoars8'],71,Odontología,4,B,47
2484,Viviana Pacheco Palomar,['wingedTortoise7'],69,Filosofía,6,A,47
2485,Rafael Araujo-Méndez,['wrathfulSardines0'],76,Educación Física,2,C,17
2486,Nayara Monreal Perez,['peskyCordial4'],3,Medicina,4,A,37
2487,Eligio Fausto Cobo Pérez,['madZebra9'],61,Medicina,5,B,38
2488,Gustavo Germán Amador Taboada,['alertBass3'],64,Ciencias de la Salud,6,B,40
2489,Reyes Gabaldón Bou,['madBoa8'],18,Filosofía,3,A,18
2490,Urbano del Campos,['excludedCockatoo4'],37,Agronomía,1,D,40
2491,Ariel Morena Rozas Cornejo,['ferventThrush8'],66,Ciencias de la Salud,4,A,39
2492,Lola del Lledó,['crummyCamel8'],28,Arquitectura,2,A,44
2493,Constanza del Torrijos,['alertIguana3'],33,Veterinaria,3,C,22
2494,Constanza Bastida Martínez,['pridefulRaisins9'],41,Ciencias de la Salud,5,B,41
2495,Rebeca de Zaragoza,['soreLlama7'],89,Información,6,A,48
2496,Amador Cuesta Quero,['pluckyMacaw0'],30,Comunicación,5,C,33
2497,Demetrio Grau Galiano,['importedHeron1'],22,Psicología,6,A,44
2498,Martin Real Blanch,['sincereClam6'],66,Medicina,6,B,25
2499,Perla Hervia-Almagro,['offendedSyrup0'],46,Veterinaria,3,A,30
2500,Blas Arnau Salinas,['awedPlover6'],91,Agronomía,2,A,26
2501,Adelia Gala Marcos Salinas,['vengefulIguana2'],89,Diseño,1,C,45
2502,Teobaldo Montalbán,['selfishBobolink8'],83,Química,1,A,43
2503,Alicia Alvarado,['mildWigeon1'],52,Ingeniería,3,B,39
2504,Piedad de Taboada,['contentFalcon2'],14,Ciencias Físicas y Matemáticas,6,D,31
2505,Ezequiel Bejarano-Botella,['emptyThrush6'],54,Veterinaria,5,C,44
2506,Alondra Soler Crespo,['troubledSheep8'],50,Odontología,3,D,19
2507,Victor Manuel de Marquez,['finickyGnu3'],90,Psicología,1,A,36
2508,Graciela Rueda Crespi,['relievedPonie9'],25,Ingeniería,2,D,20
2509,Loida Angelina Serra Vidal,['trustingLapwing7'],19,Psicología,3,A,44
2510,Cecilia Oliva,['truthfulBasmati7'],59,Matemática,5,A,40
2511,Micaela Llobet,['grumpyJerky9'],29,Agronomía,1,D,30
2512,Emiliano Buendía,['drearyCordial6'],56,Información,2,D,43
2513,Iris Nuñez Barrios,['scornfulOtter4'],62,Veterinaria,4,A,24
2514,Ildefonso de Daza,['kindUnicorn2'],2,Ciencias Físicas y Matemáticas,6,D,21
