idEvento,nombre,descripcion,fechaEvento,fechaCreacion,idCreador
417,Certamen de la facultad Ciencias de la Salud,,2022-01-30,,9027
418,Graduación de Humanidades,,2022-06-19,,607
419,Exposición de la facultad Ciencias de la Salud,,2022-02-17,,3245
420,Certamen de la facultad Ciencias Económicas,,2021-10-15,,10647
421,Graduación de Ciencias Sociales,,2022-12-19,,11742
422,Graduación de Comunicación,,2023-02-02,,11114
423,Graduación de Agronomía,,2021-08-21,,5246
424,Graduación de Odontología,,2021-08-22,,729
425,Exposición de la facultad Química,,2023-07-16,,9059
426,Exposición de la facultad Comunicación,,2022-08-25,,10898
427,Exposición de la facultad Humanidades,,2023-03-01,,11927
428,Graduación de Matemática,,2021-07-29,,6178
429,Exposición de la facultad Ciencias de la Salud,,2021-11-07,,1257
430,Graduación de Filosofía,,2022-11-02,,1855
431,Graduación de Ciencias Económicas,,2022-10-30,,10440
432,Graduación de Medicina,,2023-04-05,,5595
433,Certamen de la facultad Medicina,,2022-12-17,,1017
434,Graduación de Comunicación,,2022-12-01,,3691
435,Graduación de Química,,2022-10-11,,9149
436,Graduación de Ciencias Sociales,,2023-01-05,,10212
437,Certamen de la facultad Ciencias de la Educación,,2022-10-03,,4092
438,Graduación de Humanidades,,2022-07-25,,4503
439,Exposición de la facultad Comunicación,,2021-12-09,,7228
440,Exposición de la facultad Información,,2022-03-01,,6765
441,Certamen de la facultad Odontología,,2022-07-30,,5096
442,Exposición de la facultad Ciencias de la Salud,,2023-02-18,,4781
443,Graduación de Derecho,,2022-11-09,,10882
444,Exposición de la facultad Ciencias Exactas,,2023-01-13,,5726
445,Graduación de Humanidades,,2021-08-04,,11471
446,Exposición de la facultad Humanidades,,2023-06-16,,9276
447,Graduación de Ciencias Exactas,,2023-03-23,,2216
448,Graduación de Diseño,,2023-01-02,,9836
449,Exposición de la facultad Psicología,,2023-02-15,,164
450,Sentada Matemática Universidad de León,,2023-05-18,,2545
451,Sentada Química Universidad Autónoma de Madrid,,2023-02-24,,286
452,Bienvenida nuevos alumnos Diseño Universidad Politécnica de Cataluña,,2022-09-07,,5900
453,Quedada de Ciencias de la Salud Universidad de Deusto,,2023-07-13,,468
454,TedTalk Odontología Universidad Miguel Hernández de Elche,,2022-10-22,,2549
455,Quedada de Agronomía Universidad Autónoma de Madrid,,2021-10-12,,9140
456,Sentada Arquitectura Universidad de Salamanca,,2021-10-21,,1917
457,Quedada de Ciencias Económicas Universidad Intercontinental de la Empresa,,2023-04-21,,1639
458,TedTalk Química Universidad de Vich,,2021-09-28,,4157
459,TedTalk Medicina Universidad de Cádiz,,2023-06-04,,1731
460,Reunión director Odontología Universidad IE,,2022-06-04,,646
461,Bienvenida nuevos alumnos Arquitectura Universidad de Castilla-La Mancha,,2021-12-05,,2020
462,TedTalk Veterinaria Universidad a Distancia de Madrid,,2023-02-19,,7886
463,Quedada de Información Universidad Loyola Andalucía,,2021-11-06,,3227
464,Bienvenida nuevos alumnos Medicina Universidad de Burgos,,2022-01-13,,8679
465,Bienvenida nuevos alumnos Filosofía Universidad de Castilla-La Mancha,,2023-03-28,,3301
466,Reunión director Veterinaria Universidad de La Rioja,,2022-08-16,,4963
467,Reunión director Humanidades Universidad Politécnica de Valencia,,2023-03-28,,2813
468,Sentada Derecho Universidad Fernando III,,2023-06-13,,3572
469,Bienvenida nuevos alumnos Ciencias de la Salud Universidad de Almería,,2021-10-04,,9162
470,Bienvenida nuevos alumnos Odontología Universidad de Vigo,,2022-03-30,,5027
471,Quedada de Humanidades Universidad de Extremadura,,2021-10-04,,66
472,Sentada Información Universidad Tecnológica Atlántico-Mediterráneo,,2021-10-05,,3198
473,Quedada de Ciencias Físicas y Matemáticas Universidad de las Islas Baleares,,2023-01-26,,3369
474,Bienvenida nuevos alumnos Medicina Universidad Pontificia de Salamanca,,2021-10-27,,4577
475,TedTalk Ciencias Físicas y Matemáticas Universidad de las Islas Baleares,,2022-01-21,,4114
476,TedTalk Psicología Universidad Loyola Andalucía,,2023-04-16,,9423
477,TedTalk Humanidades Universidad de Huelva,,2022-12-26,,5821
478,Sentada Psicología Universidad a Distancia de Madrid,,2022-12-19,,10714
479,Reunión director Arquitectura Universidad Politécnica de Cataluña,,2021-08-25,,6714
480,Quedada de Educación Física Universidad de Barcelona,,2023-04-20,,4345
481,Sentada Ciencias Económicas Universidad de Valladolid,,2022-01-10,,5549
482,TedTalk Medicina Universidad de La Rioja,,2022-09-29,,4897
483,Reunión director Odontología Universidad Camilo José Cela,,2022-01-25,,6857
484,Sentada Ciencias Físicas y Matemáticas Universidad Eclesiástica San Dámaso,,2021-09-05,,10190
485,Quedada de Información Universidad Rey Juan Carlos,,2022-01-21,,344
486,Sentada Ciencias Sociales Universidad de Vigo,,2023-03-15,,6789
487,Quedada de Ciencias Económicas Universidad Jaime I,,2023-05-07,,2238
488,Sentada Ciencias de la Salud Universidad Autónoma de Barcelona,,2022-12-22,,8563
489,TedTalk Química Universidad de La Laguna,,2021-08-03,,6345
490,Quedada de Psicología Universidad de Gerona,,2023-05-21,,4868
491,Quedada de Diseño Universidad CEU San Pablo,,2023-03-27,,11689
492,Bienvenida nuevos alumnos Ciencias de la Educación Universidad CEU San Pablo,,2022-09-16,,9230
493,Reunión director Educación Física Universidad de Zaragoza,,2022-02-19,,5492
494,Bienvenida nuevos alumnos Ciencias de la Salud Universidad Abierta de Cataluña,,2022-08-09,,1758
495,Sentada Química Universidad Pública de Navarra,,2021-12-24,,10201
496,Quedada de Educación Física Universidad Complutense de Madrid,,2021-11-13,,5640
497,TedTalk Arquitectura Universidad Internacional Menéndez Pelayo,,2021-10-09,,5343
498,Sentada Ciencias Económicas Universidad Fernando III,,2022-06-08,,6746
499,TedTalk Ciencias de la Salud Universidad de León,,2022-05-16,,4978
500,TedTalk Agronomía Universidad CEU San Pablo,,2022-03-04,,291
501,TedTalk Ciencias Exactas Universidad de Salamanca,,2023-07-20,,6296
502,Reunión director Medicina Universidad de Valladolid,,2023-04-03,,5554
503,Reunión director Ciencias Físicas y Matemáticas Universidad de Gerona,,2022-12-07,,2310
504,Reunión director Psicología Universidad de Santiago de Compostela,,2023-04-03,,6446
505,Reunión director Educación Física Universidad Fernando III,,2022-01-14,,5467
506,Quedada de Veterinaria Universidad Pablo de Olavide,,2021-10-25,,7714
507,TedTalk Ingeniería Universidad Internacional Menéndez Pelayo,,2022-06-03,,1070
508,TedTalk Ciencias de la Educación Universidad de Málaga,,2023-02-12,,4552
509,Reunión director Ciencias de la Educación Universidad de Jaén,,2023-05-06,,11136
510,Reunión director Arquitectura Universidad Autónoma de Barcelona,,2022-03-09,,4222
511,Quedada de Comunicación Universidad Alfonso X el Sabio,,2023-01-20,,4133
512,Reunión director Psicología Universidad Jaime I,,2023-05-06,,7788
513,Sentada Veterinaria Universidad Politécnica de Madrid,,2022-03-22,,1093
514,Sentada Derecho Universidad Pontificia de Salamanca,,2022-08-28,,1592
515,Quedada de Comunicación Universidad Católica Santa Teresa de Jesús de Ávila,,2021-12-14,,269
516,Sentada Derecho Universidad CEU Cardenal Herrera,,2021-10-25,,10196
517,TedTalk Medicina Universidad Internacional de la Empresa,,2021-11-25,,5388
518,Reunión director Medicina Universidad Complutense de Madrid,,2022-06-28,,11478
519,Reunión director Humanidades Universidad Rey Juan Carlos,,2023-06-24,,4559
520,Bienvenida nuevos alumnos Derecho Universidad de La Coruña,,2022-09-01,,2193
521,Sentada Ciencias de la Salud Universidad Politécnica de Cataluña,,2022-10-02,,4119
522,Sentada Agronomía Universidad Nacional de Educación a Distancia,,2023-06-25,,1671
523,Quedada de Ciencias de la Educación Universidad Politécnica de Cartagena,,2022-04-19,,11087
524,Quedada de Matemática Universidad Europea de Valencia,,2023-03-26,,4264
525,Sentada Agronomía Universidad de Burgos,,2022-03-13,,6369
526,Bienvenida nuevos alumnos Matemática Universidad de Jaén,,2021-10-08,,842
527,TedTalk Medicina Universidad Eclesiástica San Dámaso,,2022-02-25,,8768
528,Reunión director Ciencias de la Salud Universidad Antonio de Nebrija,,2023-06-18,,11277
529,Sentada Ciencias de la Educación Universidad a Distancia de Madrid,,2021-10-06,,2196
530,Quedada de Arquitectura Universidad Fernando III,,2023-04-22,,5530
531,Bienvenida nuevos alumnos Veterinaria Universidad de Sevilla,,2022-01-30,,5877
532,TedTalk Ciencias de la Educación Universidad de Alcalá,,2023-02-27,,8159
533,Quedada de Ciencias Económicas Universidad Carlos III de Madrid,,2022-08-01,,4326
534,Bienvenida nuevos alumnos Humanidades Universidad de Zaragoza,,2022-12-20,,3151
535,TedTalk Comunicación Universidad de Zaragoza,,2022-04-06,,1659
536,TedTalk Ciencias de la Salud Universidad de Lérida,,2022-03-02,,4997
537,Reunión director Ciencias de la Educación European University Vitoria-Gasteiz,,2022-04-08,,4706
538,Sentada Ciencias de la Salud Universidad de La Rioja,,2023-01-10,,2073
539,Reunión director Química Universidad Francisco de Vitoria,,2023-01-06,,10474
540,TedTalk Comunicación Universidad Internacional de la Empresa,,2022-01-03,,3280
541,Sentada Química Universidad Miguel Hernández de Elche,,2022-12-25,,1567
542,Quedada de Ciencias Sociales Universidad del País Vasco,,2022-07-10,,1033
543,Quedada de Ciencias de la Salud Universidad Rovira i Virgili,,2021-08-17,,7715
544,Sentada Comunicación Universidad Católica Santa Teresa de Jesús de Ávila,,2021-07-24,,10331
545,Sentada Ingeniería Universidad de Las Palmas de Gran Canaria,,2022-12-03,,6292
546,Quedada de Arquitectura Universidad de Valencia,,2023-06-04,,770
547,TedTalk Humanidades Universidad Pablo de Olavide,,2023-05-09,,8092
548,TedTalk Humanidades Universidad Complutense de Madrid,,2022-01-02,,2400
549,TedTalk Ciencias Sociales Universidad Europea de Valencia,,2023-06-20,,11857
550,Quedada de Arquitectura Universidad Internacional de Cataluña,,2023-05-28,,10326
551,Bienvenida nuevos alumnos Diseño Universidad Complutense de Madrid,,2022-08-08,,7251
552,Reunión director Educación Física Universidad Europea del Atlántico,,2023-05-13,,8988
553,Reunión director Química Universidad de las Islas Baleares,,2023-06-04,,8571
554,Quedada de Ciencias Exactas Universidad Fernando Pessoa-Canarias,,2021-11-21,,9232
555,Bienvenida nuevos alumnos Agronomía Universidad de Huelva,,2022-12-27,,11125
556,Reunión director Ciencias Económicas Universidad Nacional de Educación a Distancia,,2023-05-05,,2859
557,TedTalk Química Universidad Pompeu Fabra,,2021-12-07,,7732
558,Sentada Agronomía Universidad Abierta de Cataluña,,2023-02-15,,2926
559,Reunión director Odontología Universidad Europea de Canarias,,2022-07-21,,970
560,Sentada Ciencias Sociales Universidad Católica Santa Teresa de Jesús de Ávila,,2022-04-04,,10019
561,Quedada de Odontología Universidad de Oviedo,,2022-05-07,,8407
562,Reunión director Ciencias Económicas Universidad Rovira i Virgili,,2022-01-14,,9738
563,Bienvenida nuevos alumnos Derecho Universidad Politécnica de Valencia,,2022-07-20,,5706
564,Sentada Química Universidad Abierta de Cataluña,,2021-12-21,,10907
565,Quedada de Ciencias Sociales Universidad Pontificia Comillas,,2022-03-15,,7551
566,TedTalk Psicología Universidad Católica Santa Teresa de Jesús de Ávila,,2023-01-15,,4285
567,Reunión director Ciencias Exactas Universidad Internacional de la Empresa,,2021-08-06,,8190
568,Quedada de Ciencias Físicas y Matemáticas Universidad Camilo José Cela,,2021-11-07,,7867
569,Bienvenida nuevos alumnos Ingeniería Universidad Intercontinental de la Empresa,,2022-11-30,,644
570,Reunión director Química Universidad Europea de Madrid,,2022-02-17,,3011
571,Sentada Ciencias de la Salud Universidad de Santiago de Compostela,,2022-10-14,,1891
572,Sentada Psicología Universidad Francisco de Vitoria,,2023-07-17,,7524
573,Reunión director Ciencias de la Educación Universidad de Barcelona,,2023-03-02,,1956
574,Bienvenida nuevos alumnos Agronomía Universidad Rey Juan Carlos,,2021-07-29,,846
575,TedTalk Ciencias Físicas y Matemáticas Universidad de Lérida,,2023-01-08,,10525
576,Sentada Odontología Universidad de Mondragón,,2023-06-09,,10089
577,Reunión director Agronomía Universidad de Almería,,2022-02-02,,5541
578,Reunión director Odontología Universidad CEU San Pablo,,2021-10-16,,10390
579,Reunión director Arquitectura Universidad de La Coruña,,2022-11-30,,11117
580,TedTalk Veterinaria Universidad Europea de Valencia,,2022-09-27,,8539
581,TedTalk Psicología Universidad Católica de Valencia San Vicente Mártir,,2023-06-07,,10134
582,TedTalk Ingeniería Universidad de Castilla-La Mancha,,2021-12-08,,5873
583,Reunión director Filosofía Universidad del País Vasco,,2021-10-30,,4041
584,Sentada Humanidades Universidad de Málaga,,2023-01-17,,11832
585,Bienvenida nuevos alumnos Veterinaria Universidad Pontificia Comillas,,2021-12-04,,10240
586,Bienvenida nuevos alumnos Derecho Universidad Eclesiástica San Dámaso,,2021-10-05,,1871
587,TedTalk Química Universidad San Jorge,,2022-01-15,,10888
588,Reunión director Ciencias Exactas Universidad Internacional Menéndez Pelayo,,2021-08-14,,10314
589,Reunión director Química Universidad de Almería,,2022-06-06,,3121
590,Sentada Matemática ESIC Universidad,,2021-07-25,,366
591,Sentada Medicina Universidad de Salamanca,,2022-01-27,,4916
592,Bienvenida nuevos alumnos Educación Física Universidad de La Coruña,,2023-01-30,,10507
593,Bienvenida nuevos alumnos Medicina Universidad de Salamanca,,2023-04-16,,6326
594,TedTalk Ciencias Económicas Universidad a Distancia de Madrid,,2022-10-23,,5158
595,Bienvenida nuevos alumnos Ciencias de la Salud Universidad Politécnica de Cataluña,,2022-06-26,,647
596,Reunión director Información Universidad Rey Juan Carlos,,2021-11-25,,7759
597,Sentada Ingeniería Universidad de Murcia,,2023-06-03,,1326
598,Reunión director Derecho Universidad Jaime I,,2021-10-05,,8658
599,Bienvenida nuevos alumnos Medicina Universidad Alfonso X el Sabio,,2021-08-04,,1358
