nombre,edad,nombre,Universidad
"Odalys Nogueira Pinto",17,"Universidad Rovira i Virgili",Medicina
"Rosalva Molins Pinedo",17,"Universidad de Salamanca",Ingeniería
"Silvestre Asenjo Céspedes",17,"Universidad Intercontinental de la Empresa","Ciencias Económicas"
"Onofre Capdevila-Rey",17,"Universidad Nacional de Educación a Distancia",Veterinaria
"Rosalía Tomasa Acedo Cañizares",17,"Universidad Internacional Villanueva",Derecho
"Calixta de Posada",16,"Universidad a Distancia de Madrid",Odontología
"Rogelio Gomila-Mariño",16,"Universidad de Santiago de Compostela",Veterinaria
"Pedro Zabala Fabra",16,"Universidad Europea de Madrid",Humanidades
"Íngrid Lastra Gárate",16,"Universidad IE","Ciencias Sociales"
"Rafa de Prada",16,"Universidad Pompeu Fabra","Ciencias de la Educación"
"María Manuela Coronado-Abad",16,"Universidad Europea de Canarias",Derecho
"Hermenegildo Mauricio Urrutia Ballesteros",17,"Universidad Abad Oliva CEU",Química
"Juan Bautista Barberá Abril",17,"Universidad de Alicante","Ciencias Económicas"
"Dolores Olmedo-Carbó",17,"Universidad Loyola Andalucía","Ciencias Físicas y Matemáticas"
"Patricia Tomas Mur",17,"Universidad de Vigo",Psicología
"Angelita Bernarda Elorza Duque",17,"Universidad de Huelva",Química
"Graciano Roberto Crespo Taboada",17,"Universidad Tecnológica Atlántico-Mediterráneo","Ciencias Económicas"
"Marino Iñiguez Sosa",17,"Universidad Pablo de Olavide","Ciencias Sociales"
"Andrea Cabanillas",16,"Universidad Fernando III",Agronomía
"Cintia de Cuervo",17,"Universidad CEU Cardenal Herrera",Ingeniería
"Eric Morcillo",17,"Universidad Ramon Llull",Diseño
"Marc Pérez Pedrero",16,"Universidad Católica Santa Teresa de Jesús de Ávila",Veterinaria
"Daniel Gras Pomares",17,"Universidad Politécnica de Cataluña",Información
"Calista Redondo",17,"Universidad Eclesiástica San Dámaso",Ingeniería
"Martirio Huertas",16,"Universidad Católica de Valencia San Vicente Mártir",Psicología
"Edelmiro Valenzuela",16,"Universidad de La Laguna",Agronomía
"Trinidad Yéssica Sanabria Salinas",17,"Universidad CEU San Pablo","Ciencias Físicas y Matemáticas"
"Amanda Cruz-Domingo",16,"Universidad de Alcalá",Psicología
"Mariana Galindo Jerez",17,"Universidad Politécnica de Valencia",Filosofía
"Apolinar Alarcón",17,"Universidad Complutense de Madrid","Ciencias de la Educación"
"Odalis Duque Solé",16,"Universidad Católica de Valencia San Vicente Mártir","Educación Física"
"Jordán de Quero",17,"Universidad de La Rioja","Ciencias Sociales"
"Ignacia Gilabert Cózar",17,"Universidad de Cantabria","Ciencias de la Salud"
"Lupita Quesada Dueñas",17,"Universidad de Extremadura",Ingeniería
"Paola Noguera Agustí",17,"Universidad Internacional Isabel I de Castilla","Educación Física"
"Cintia Iniesta Gelabert",17,"Universidad Carlos III de Madrid","Ciencias Económicas"
"Jose Antonio Pedrosa Cobo",16,"Universidad Internacional de Cataluña",Comunicación
"Leoncio Novoa Adán",17,"Universidad CEU Cardenal Herrera",Diseño
"Luz Pinilla Molina",17,"Universidad Jaime I",Derecho
"Fernando Urrutia Espinosa",17,"Universidad Complutense de Madrid","Ciencias Exactas"
"María Cristina Cabrera Paz",16,"Universidad Internacional de La Rioja",Agronomía
"Dorita del Seguí",17,"Universidad Rey Juan Carlos",Psicología
"Berto Vera",16,"Universidad Internacional Isabel I de Castilla",Matemática
"Carmen Calvet Tejada",17,"Universidad de Valladolid",Medicina
"Inocencio Goyo Ramis Arenas",16,"Universidad Politécnica de Madrid",Química
"Quique Cabello Lumbreras",16,"Universidad de Las Palmas de Gran Canaria",Agronomía
"Ruth Gelabert",17,"Universidad Antonio de Nebrija","Ciencias Económicas"
"Remigio Mata Montesinos",16,"Universidad de Las Palmas de Gran Canaria","Ciencias Económicas"
"Isidoro Héctor Collado Cabrero",16,"Universidad Internacional de la Empresa",Ingeniería
"Esperanza Gallardo Palomo",16,"Universidad Internacional de Andalucía",Diseño
"Isabela Castilla Palma",17,"Universidad de Gerona",Química
"Candelario Chaves Jiménez",17,"Universidad Fernando III","Educación Física"
"Clotilde Cabezas Sacristán",17,"Universidad de Valladolid",Filosofía
"Norberto Murcia Hoz",17,"Universidad de Las Palmas de Gran Canaria","Ciencias Económicas"
"Lupe Teruel Sevillano",16,"Universidad del País Vasco",Humanidades
"Adelia Luján",16,"Universidad Europea de Valencia",Humanidades
"Ale Huertas Jover",17,"Universidad de Valencia",Información
"Alfredo Montserrat",17,"Universidad a Distancia de Madrid","Ciencias Económicas"
"Rafael Alsina Ureña",17,"Universidad Pontificia Comillas",Derecho
"Maura Boix Prat",17,"Universidad de Alcalá","Ciencias Sociales"
"Paulino Angulo Roig",16,"Universidad Miguel Hernández de Elche","Ciencias Físicas y Matemáticas"
"Ernesto de Pedraza",17,"Universidad de Alcalá",Información
"Albano Melero Figueroa",17,"Universidad CEU Cardenal Herrera","Ciencias Económicas"
"Vicente Palomares Rocamora",16,"Universidad de Huelva",Arquitectura
"Urbano Torrent Rocamora",17,"Universidad Católica de Valencia San Vicente Mártir",Química
"María Manuela Bejarano Fortuny",16,"Universidad de Valencia",Veterinaria
"Maxi Nadal Núñez",17,"Universidad Pontificia Comillas",Odontología
"Salud Juliá Borja",17,"Universidad Europea Miguel de Cervantes","Ciencias Sociales"
"Édgar Aparicio Piñol",17,"Universidad Politécnica de Valencia","Ciencias de la Educación"
"Julia Cabanillas Paniagua",17,"Universidad Internacional Isabel I de Castilla",Información
"Consuela de Gracia",17,"Universidad Ramon Llull","Educación Física"
"Leire Mendizábal Borrell",16,"Universidad Francisco de Vitoria",Odontología
"Marco Aramburu-Artigas",17,"Universidad Francisco de Vitoria",Comunicación
"Marta Ayllón Bernal",16,"Universidad de Burgos",Información
"Natalio Hervia Peinado",16,"Universidad de las Islas Baleares",Información
"Rosario Roig Olivé",17,"Universidad de La Coruña",Filosofía
"Aura Herrero Escobar",17,"Universidad de Vigo","Ciencias Sociales"
"Luisa de Vergara",16,"Universidad de las Islas Baleares",Ingeniería
"Lucio Teruel Roca",16,"Universidad de Granada","Ciencias Exactas"
"Hernando Álvaro Blanes Figueras",17,"Universidad de Cádiz",Matemática
"Julia Sainz Heras",17,"Universidad Europea de Canarias",Agronomía
"Calixto Amador Jove",17,"Universidad de Lérida","Ciencias Sociales"
"Josep Sánchez Ordóñez",17,"Universidad Francisco de Vitoria",Información
"Gaspar Kike Galván Blanco",17,"Universidad de La Coruña","Ciencias de la Educación"
"Fernando del Tamarit",16,"Universidad del País Vasco",Odontología
"Pablo Mascaró Pujadas",16,"ESIC Universidad",Arquitectura
"Renato Edmundo Galván Chamorro",16,"Universidad Miguel Hernández de Elche",Matemática
"Jennifer Barriga Tomás",16,"Universidad de Sevilla",Comunicación
"Jafet Solana",16,"Universidad a Distancia de Madrid","Educación Física"
"Maximino Serra Bayón",16,"Universidad de Burgos",Arquitectura
"Carlota Solsona",16,"Universidad Internacional de la Empresa","Ciencias Sociales"
"Silvio Mayoral Salmerón",16,"Universidad Carlos III de Madrid","Ciencias Físicas y Matemáticas"
"Pepito Soto Esparza",16,"Universidad Rey Juan Carlos",Química
"Candela Reguera-Murcia",17,"Universidad de Almería",Diseño
"Jose Ramón Salvador-Bermejo",17,"Universidad de Deusto",Psicología
"Calisto Jaume Benavent",17,"CUNEF Universidad",Psicología
"Felicidad Gargallo-Verdú",17,"Universidad Europea Miguel de Cervantes","Ciencias Físicas y Matemáticas"
"Luis Ángel Cantero Lumbreras",17,"Universidad San Jorge","Ciencias de la Salud"
"Modesto Domingo Antúnez",17,"Universidad Internacional Menéndez Pelayo",Veterinaria
"Marcia Quevedo Bayona",16,"Universidad de Vich",Psicología
"Margarita Bello Plaza",17,"Universidad Internacional de la Empresa","Ciencias Exactas"
"Felix Pérez Sanchez",17,"Universidad Politécnica de Cataluña","Ciencias Económicas"
"Moisés del Castelló",16,"Universidad Autónoma de Madrid",Filosofía
"Loreto Bolaños Villalonga",16,"Universidad de Salamanca",Ingeniería
"Rosalina Pavón Alcalde",17,"Universidad Miguel Hernández de Elche","Ciencias Físicas y Matemáticas"
"Eutimio Berenguer Viñas",16,"Universidad de La Laguna","Ciencias Físicas y Matemáticas"
"Paz Tomás Valderrama",16,"Universidad de Alicante",Humanidades
"Atilio Grande Cánovas",17,"Universidad Católica de Valencia San Vicente Mártir",Filosofía
"Heriberto Carballo Cantero",17,"Universidad Eclesiástica San Dámaso","Ciencias Físicas y Matemáticas"
"Timoteo Quintero Pulido",16,"Universidad Europea del Atlántico",Química
"Liliana Dominguez Benítez",16,"Universidad Católica San Antonio",Humanidades
"Vasco Coll Torres",17,"Universidad Autónoma de Madrid",Información
"Alex Lledó Anglada",16,"Universidad Intercontinental de la Empresa",Odontología
"Luz Tejera Calleja",17,"Universidad Católica San Antonio",Veterinaria
"Antonio José Ángel Rodriguez Rozas",17,"Universidad de Las Palmas de Gran Canaria",Arquitectura
"Rebeca Miró Ballesteros",16,"Universidad de Vigo","Ciencias de la Educación"
"María Ávila Dueñas",17,"Universidad de La Rioja","Ciencias Sociales"
"Narcisa Frías",16,"Universidad de Granada",Agronomía
"Jose Carlos Granados Hoz",16,"Universidad Internacional Villanueva",Agronomía
"Jerónimo Lucena Berrocal",16,"Universidad de Vigo","Ciencias de la Salud"
"Remedios Lerma Jordá",17,"Universidad Fernando III",Psicología
"Eugenio Lluch Barbero",16,"Universidad de Alicante","Ciencias Sociales"
"Tiburcio Carrión Diéguez",16,"Universidad Pompeu Fabra","Ciencias de la Salud"
"Samuel Wilfredo Esparza Manjón",16,"Universidad de Zaragoza",Veterinaria
"Evaristo Nevado-Mascaró",17,"Universidad Autónoma de Barcelona",Humanidades
"Xavier Coca Clavero",17,"Universidad Politécnica de Cartagena","Ciencias Exactas"
"Victor Canet-Luna",17,"Universidad de Deusto",Psicología
"Patricia Egea-Berrocal",17,"Universidad de Málaga",Química
"Griselda Rius Soler",16,"Universidad de Vich",Humanidades
"Rita Crespo",17,"Universidad de Santiago de Compostela",Derecho
"Jafet Iglesias Cerro",17,"Universidad de Burgos",Agronomía
"Eligio del Caballero",16,"Universidad de Córdoba",Odontología
"Encarnacion Gual Moles",17,"Universidad de Vigo","Educación Física"
"Teodora Eva María Calleja Catalá",16,"Universidad de Vigo",Filosofía
"Juanita Niño Sanz",16,"Universidad Politécnica de Cataluña",Medicina
"Cornelio Taboada Blanca",17,"Universidad de La Laguna",Humanidades
"Marino Gomis Gilabert",17,"Universidad Internacional de Valencia","Ciencias Sociales"
"Yéssica Melero Angulo",17,"Universidad Rey Juan Carlos","Ciencias Físicas y Matemáticas"
"Fabiana Vega",16,"Universidad de Oviedo",Diseño
"Cándida Ana Belén Navarro Ferreras",16,"Universidad de Zaragoza","Ciencias de la Salud"
"Iván Donaire Azorin",16,"Universidad Politécnica de Madrid",Diseño
"Vera Casal Tello",16,"Universidad Fernando Pessoa-Canarias","Ciencias de la Educación"
"Noemí Torre Royo",17,"Universidad Pompeu Fabra","Ciencias Sociales"
"Zoraida Andrade Barragán",17,"Universidad Politécnica de Valencia",Diseño
"Abigaíl Ricarda Morcillo Morante",17,"Universidad Católica San Antonio",Ingeniería
"Salud Alcázar Marquez",16,"Universidad Francisco de Vitoria",Psicología
"Fulgencio Garmendia",17,"Universidad de Vich",Filosofía
"Octavio Tena",17,"Universidad Eclesiástica San Dámaso",Comunicación
"Adelaida Piquer Tamayo",17,"Universidad Europea Miguel de Cervantes","Ciencias Exactas"
"Verónica Montaña Anguita",16,"Universidad Internacional Menéndez Pelayo",Psicología
"Jose Carlos Perales-Manzano",17,"Universidad Europea de Canarias","Ciencias Exactas"
"Calisto del Mayol",17,"Universidad Politécnica de Cataluña","Educación Física"
"Leopoldo Solé Duque",17,"Universidad Europea Miguel de Cervantes",Química
"Florencia Alberto Sotelo",16,"Universidad de Cádiz",Veterinaria
"Silvio Edgardo Losada Carrillo",16,"Universidad Camilo José Cela","Ciencias de la Educación"
"Juan Antonio Manzanares Melero",17,"Universidad de La Coruña","Ciencias Económicas"
"Felix Borrego Paz",16,"Universidad de Vich",Derecho
"Ricarda Carretero",16,"Universidad Internacional Isabel I de Castilla",Medicina
"Paulino Pintor Agustí",16,"Universidad de Cantabria",Medicina
"Jovita Casanovas Gabaldón",16,"Universidad de Mondragón",Odontología
"Danilo Bernal Iniesta",16,"Universidad de Vich",Diseño
"Santos del Chico",17,"Universidad Antonio de Nebrija",Derecho
"Loida Peral Hernando",16,"Universidad Eclesiástica San Dámaso",Matemática
"Baudelio Galvez Román",17,"Universidad de Huelva","Ciencias de la Salud"
"Ramón Pedrero Olivera",17,"Universidad Internacional de Valencia",Psicología
"Guadalupe del Matas",17,"Universidad de Vich",Agronomía
"Elvira Machado Garriga",17,"Universidad Autónoma de Madrid","Ciencias Económicas"
"Alejo del Peláez",16,"Universidad de Valencia",Humanidades
"Édgar René Bárcena Boix",16,"Universidad de La Coruña",Química
"Dora Téllez Baró",16,"Universidad de Vigo",Humanidades
"Rosa del Almazán",17,"Universidad Internacional Isabel I de Castilla","Educación Física"
"Daniel Colom Garcés",17,"Universidad Europea de Valencia","Ciencias Físicas y Matemáticas"
"Renata Jaén Palau",16,"Universidad de Deusto","Ciencias Exactas"
"Melania del Mosquera",16,"Universidad Internacional de Andalucía",Veterinaria
"Erasmo de Font",17,"Universidad Fernando III",Medicina
"Ale Polo Barrera",16,"Universidad Europea de Madrid",Derecho
"Adolfo Querol",17,"Universidad Autónoma de Barcelona",Química
"Anna Sanmartín Moraleda",17,"Universidad de Granada",Psicología
"Fabricio Carranza Falcó",16,"Universidad Europea de Madrid",Comunicación
"Amando Nevado Iglesias",17,"Universidad Complutense de Madrid",Derecho
"Ovidio Aguiló Alegria",17,"Universidad Europea de Madrid",Agronomía
"Tomasa Serrano Andres",16,"Universidad de Sevilla","Educación Física"
"Belen Larrea Rosell",17,"Universidad Politécnica de Cataluña","Ciencias Físicas y Matemáticas"
"Yésica Herrera Durán",17,"Universidad Internacional de Andalucía","Ciencias Sociales"
"Olegario Trujillo Suárez",17,"Universidad Francisco de Vitoria","Ciencias Económicas"
"Ernesto Pintor Elías",16,"ESIC Universidad",Filosofía
"Isidora Ramis Pareja",16,"Universidad Católica San Antonio","Ciencias de la Salud"
"Nazaret Colom Pascual",16,"Universidad Católica Santa Teresa de Jesús de Ávila",Arquitectura
"Cebrián Cepeda Moraleda",17,"Universidad de Oviedo",Arquitectura
"Luis Milla Cuenca",16,"Universidad de Alicante",Agronomía
"Perlita Chaves Jimenez",17,"Universidad Intercontinental de la Empresa","Ciencias de la Salud"
"José María Gilabert-Abella",17,"Universidad de Almería",Humanidades
"Pilar Carmen Lopez Sáenz",17,"Universidad de Granada",Arquitectura
"Javiera Ponce Rubio",16,"Universidad CEU San Pablo",Veterinaria
"Marita Martorell Boada",16,"Universidad Pública de Navarra",Arquitectura
"Consuelo Guzman",16,"Universidad de Gerona",Derecho
"Liliana Manso Pombo",16,"Universidad Europea de Canarias","Ciencias Físicas y Matemáticas"
"Edmundo Ugarte Barrio",16,"Universidad Internacional de Valencia",Arquitectura
"Edmundo Salazar Lillo",17,"Universidad Católica Santa Teresa de Jesús de Ávila",Química
"Jaime Peralta Conesa",17,"Universidad Pública de Navarra",Química
"Joaquina Pombo Cerdá",17,"Universidad de Valladolid",Comunicación
"Jordi Laguna Pons",17,"Universidad Autónoma de Madrid","Ciencias Económicas"
"Marco Torrecilla Andres",16,"Universidad de Almería",Comunicación
"Sofía Soto-Báez",17,"Universidad de Málaga",Comunicación
"Francisca Franco Teruel",16,"Universidad de La Laguna","Educación Física"
"Alfredo Mauricio Quesada Julián",17,"Universidad Carlos III de Madrid",Derecho
"Claudia del Jerez",17,"Universidad Intercontinental de la Empresa",Química
"Fito Ramirez-Donoso",17,"Universidad de Burgos",Humanidades
"Ezequiel de Cánovas",16,"Universidad Católica Santa Teresa de Jesús de Ávila",Agronomía
"Nadia Rincón Macías",17,"Universidad Autónoma de Madrid",Agronomía
"Rita Castrillo Llabrés",16,"Universidad del País Vasco",Química
"Eliseo del Vidal",17,"Universidad de Jaén","Ciencias de la Salud"
"Ramiro Tejedor",16,"Universidad Politécnica de Cataluña",Información
"Salomón Juliá",16,"Universidad de Lérida","Ciencias Económicas"
"Tomás Escobar Bayo",17,"Universidad de Santiago de Compostela",Medicina
"Eufemia Isa Lloret Iriarte",16,"Universidad Internacional Menéndez Pelayo","Ciencias Físicas y Matemáticas"
"Feliciana Amaya Marquez",17,"Universidad Internacional de Andalucía","Ciencias Sociales"
"Esperanza Bilbao Cortina",16,"Universidad Europea Miguel de Cervantes",Matemática
"Leyre Murcia Jaén",16,"Universidad Antonio de Nebrija","Ciencias Económicas"
"Petrona Ramos Bolaños",17,"Universidad de Salamanca","Ciencias Sociales"
"Heriberto Uría Gascón",16,"Universidad de Vigo","Ciencias Sociales"
"Martin Saturnino Santana Nadal",17,"Universidad Jaime I",Arquitectura
"Ernesto Galiano",16,"Universidad Pompeu Fabra",Odontología
"Eliseo Capdevila Cortes",16,"Universidad de Oviedo",Información
"Marta Villalobos Gomila",16,"Universidad Politécnica de Madrid","Ciencias Exactas"
"María Belén Ana Belén Mayoral Iniesta",16,"Universidad Carlos III de Madrid",Medicina
"Lorena Sureda Mateo",17,"Universidad de Navarra",Información
"Salvador Lastra Nuñez",16,"Universidad CEU San Pablo",Medicina
"Leyre Maza Catalán",17,"Universidad de León","Ciencias Sociales"
"Maricela Cabezas-Arenas",17,"Universidad de las Islas Baleares",Diseño
"Purificación Marco Samper",17,"Universidad de Lérida","Ciencias Exactas"
"Bernardino Plinio Mendez Seco",17,"Universidad CEU San Pablo","Ciencias Sociales"
"Vasco Berto Jordán Company",16,"Universidad Antonio de Nebrija",Veterinaria
"David Jimenez Ramón",17,"Universidad San Jorge","Ciencias Físicas y Matemáticas"
"León Lluch",16,"Universidad Fernando Pessoa-Canarias",Filosofía
"Lope Amor Sainz",17,"Universidad de Salamanca","Ciencias de la Educación"
"Atilio Azcona",17,"Universidad de Barcelona","Ciencias Exactas"
"Vilma Nebot Santana",17,"Universidad de Granada",Agronomía
"Xiomara Rosselló Saavedra",16,"Universidad Loyola Andalucía",Filosofía
"Ildefonso de Ferrera",16,"Universidad de Zaragoza",Humanidades
"Fabricio Díaz Vélez",16,"Universidad Internacional de Cataluña","Ciencias de la Salud"
"Ruben de Catalán",16,"Universidad Católica Santa Teresa de Jesús de Ávila",Diseño
"Eugenia Patiño Sanz",17,"Universidad Católica Santa Teresa de Jesús de Ávila",Comunicación
"Ignacio Criado Montalbán",17,"Universidad Pontificia Comillas",Psicología
"Perla Nebot Lasa",16,"Universidad Intercontinental de la Empresa",Odontología
"Ciríaco Sánchez Villaverde",17,"Universidad Jaime I",Psicología
"Espiridión Rincón",16,"Universidad Pompeu Fabra",Humanidades
"Isaura de Fiol",17,"Universidad Fernando III",Humanidades
"Carlito del Ballester",16,"Universidad Politécnica de Valencia",Medicina
"Amor Arjona Trujillo",16,"Universidad de Castilla-La Mancha","Educación Física"
"Jose Angel Leon-Valverde",17,"Universidad CEU San Pablo","Ciencias Físicas y Matemáticas"
"Rafael Cid-Somoza",17,"Universidad de Las Palmas de Gran Canaria","Ciencias Sociales"
"Carlito Calisto Machado Domingo",16,"Universidad de Santiago de Compostela","Ciencias de la Salud"
"Régulo Escobar-Ordóñez",16,"Universidad de Salamanca",Filosofía
"Fernanda Cantero",17,"Universidad de Deusto",Diseño
"Lalo de Beltran",17,"Universidad de Lérida",Arquitectura
"Jonatan Vives",16,"Universidad Antonio de Nebrija",Información
"Gisela Blanch-Vallejo",17,"Universidad Tecnológica Atlántico-Mediterráneo","Ciencias Económicas"
"Godofredo del Pujadas",16,"Universidad del País Vasco",Matemática
"Mario de Pujadas",17,"Universidad de Mondragón",Agronomía
"Joaquina Fernandez Ruano",16,"Universidad Politécnica de Cartagena",Ingeniería
"Alba Chacón Sanmartín",16,"Universidad de Extremadura",Medicina
"Marina Herrero-Pintor",16,"Universidad CEU San Pablo",Filosofía
"Candelas Roldán Peralta",17,"Universidad de León","Educación Física"
"Charo Calderón-Pascual",17,"Universidad Internacional de Cataluña",Ingeniería
"Victor Manuel Navarro",16,"Universidad Complutense de Madrid",Filosofía
"Begoña Balaguer Serna",17,"Universidad CEU San Pablo","Ciencias Exactas"
"Sofía Llanos Zamora",16,"Universidad de Cantabria","Ciencias de la Educación"
"Marcelino del Gomis",16,"Universidad de Mondragón",Química
"Leocadia Fabregat Conde",17,"Universidad Católica Santa Teresa de Jesús de Ávila","Ciencias Económicas"
"Clotilde Blanch Pedrosa",17,"Universidad Autónoma de Madrid",Arquitectura
"Laura del Quevedo",17,"Universidad de Córdoba",Ingeniería
"Teodora del Abella",17,"Universidad Internacional de La Rioja",Química
"Marianela Mayol Manjón",17,"Universidad Politécnica de Madrid","Ciencias de la Educación"
"Jose Francisco España",16,"Universidad de Las Palmas de Gran Canaria",Agronomía
"Febe del Ochoa",16,"Universidad Carlos III de Madrid",Filosofía
"Timoteo Cueto Agullo",16,"Universidad Fernando III",Ingeniería
"Carlito Alberola Sabater",17,"Universidad Internacional de La Rioja",Información
"Antonio de Gras",16,"Universidad Internacional de Andalucía",Psicología
"Lupe Puig Bru",17,"Universidad de Barcelona","Ciencias de la Educación"
"Joaquina Bas Figueroa",17,"Universidad Internacional Villanueva",Odontología
"Jessica Barbero Cobo",16,"Universidad Europea de Canarias",Medicina
"Rosario Pozo-Merino",16,"Universidad de La Coruña","Ciencias de la Educación"
"Bautista del Arranz",17,"Universidad Abierta de Cataluña",Matemática
"Pilar Cabrero Rodriguez",16,"Universidad Abad Oliva CEU",Diseño
"Zaida del Viana",16,"Universidad de Barcelona",Matemática
"Eloy Peña Pedraza",17,"Universidad Rey Juan Carlos","Ciencias Físicas y Matemáticas"
"Ale Oliva Olmedo",16,"Universidad Católica San Antonio","Ciencias de la Salud"
"Heraclio Porta",16,"Universidad Tecnológica Atlántico-Mediterráneo",Información
"Francisca Pacífica Pereira Bueno",17,"Universidad de Málaga",Diseño
"Hilario Carranza Seco",17,"Universidad Católica de Valencia San Vicente Mártir",Comunicación
"José Antonio Salvador Chamorro Morillo",17,"Universidad Europea de Canarias","Educación Física"
"Fabricio Mora Esteban",17,"Universidad Antonio de Nebrija",Filosofía
"Paca Paniagua Bertrán",17,"Universidad de Zaragoza",Medicina
"Eva del Lobo",16,"Universidad de Castilla-La Mancha","Ciencias Exactas"
"Ana Hierro Galiano",16,"Universidad Politécnica de Madrid","Ciencias Económicas"
"Yago Mínguez Montserrat",17,"Universidad Intercontinental de la Empresa",Diseño
"Flora de Iglesias",16,"Universidad de Mondragón",Medicina
"Marisa de Rosselló",17,"Universidad de Córdoba",Agronomía
"Pablo Pont Ramos",16,"Universidad Alfonso X el Sabio","Ciencias de la Educación"
"Delfina Mancebo-Gallego",17,"Universidad Internacional Villanueva",Veterinaria
"René Melero Barba",17,"Universidad Abierta de Cataluña",Humanidades
"Anabel Tenorio Carbó",16,"Universidad de Jaén","Ciencias de la Educación"
"Omar Castell-Pulido",16,"Universidad Internacional Villanueva",Ingeniería
"Buenaventura Andreu-Seco",16,"Universidad Católica Santa Teresa de Jesús de Ávila","Ciencias de la Educación"
"Asunción Azahar Márquez Vila",16,"Universidad Antonio de Nebrija",Psicología
"Virgilio Seco Bustos",16,"Universidad Complutense de Madrid",Derecho
"Aroa del Ferreras",17,"Universidad de Huelva",Psicología
"Arturo Herberto Santamaria Vázquez",16,"Universidad Miguel Hernández de Elche","Ciencias Sociales"
"Natalia Rodríguez-Salvador",17,"Universidad de Barcelona","Ciencias Físicas y Matemáticas"
"Modesta Ferrera-Caro",17,"Universidad de Almería","Ciencias Físicas y Matemáticas"
"Pascual Pedro Cervantes",17,"Universidad Europea de Madrid","Ciencias Económicas"
"Abel Duque",16,"Universidad Politécnica de Cartagena","Ciencias Físicas y Matemáticas"
"Emma del Jerez",17,"Universidad Loyola Andalucía",Comunicación
